-33.9303000,18.8823500
-33.9303600,18.8824200
-33.9304000,18.8824500
-33.9304400,18.8824900
-33.9304800,18.8825200
-33.9305200,18.8825500
-33.9305600,18.8825800
-33.9305900,18.8826200
-33.9306500,18.8827000
-33.9306700,18.8827400
-33.9307100,18.8827700
-33.9307400,18.8827900
-33.9308000,18.8828500
-33.9308300,18.8828800
-33.9308700,18.8829000
-33.9309000,18.8829300
-33.9309600,18.8830000
-33.9310000,18.8830200
-33.9310200,18.8830600
-33.9310800,18.8831200
-33.9311200,18.8831600
-33.9311300,18.8832100
-33.9311800,18.8832200
-33.9312100,18.8832500
-33.9312400,18.8832900
-33.9313100,18.8833500
-33.9313300,18.8833800
-33.9313500,18.8834200
-33.9313700,18.8834600
-33.9314000,18.8834900
-33.9314600,18.8835400
-33.9314900,18.8835700
-33.9315100,18.8836000
-33.9315400,18.8836300
-33.9315900,18.8837100
-33.9316200,18.8837500
-33.9316500,18.8837800
-33.9316700,18.8838200
-33.9317000,18.8838400
-33.9317400,18.8839000
-33.9317700,18.8839300
-33.9318000,18.8839600
-33.9318500,18.8840200
-33.9318700,18.8840500
-33.9319000,18.8840800
-33.9319500,18.8841100
-33.9319900,18.8841500
-33.9320200,18.8841700
-33.9320600,18.8842400
-33.9320800,18.8842600
-33.9321100,18.8842900
-33.9321400,18.8843500
-33.9321700,18.8843700
-33.9322000,18.8844100
-33.9322400,18.8844800
-33.9322700,18.8845100
-33.9322900,18.8845400
-33.9323100,18.8845700
-33.9323500,18.8846300
-33.9323800,18.8846600
-33.9324200,18.8847200
-33.9324400,18.8847500
-33.9324900,18.8848000
-33.9325200,18.8848300
-33.9325700,18.8849000
-33.9326000,18.8849300
-33.9326400,18.8850100
-33.9326700,18.8850400
-33.9326900,18.8850800
-33.9327500,18.8851500
-33.9327700,18.8851900
-33.9327900,18.8852200
-33.9328300,18.8852800
-33.9328500,18.8853200
-33.9328700,18.8853500
-33.9329000,18.8853800
-33.9329600,18.8854300
-33.9329900,18.8854400
-33.9330200,18.8854700
-33.9330500,18.8854900
-33.9330800,18.8855300
-33.9331200,18.8856200
-33.9331300,18.8856500
-33.9331400,18.8857000
-33.9331700,18.8858000
-33.9331900,18.8858400
-33.9332100,18.8858700
-33.9332400,18.8859100
-33.9332800,18.8859800
-33.9333300,18.8860400
-33.9333500,18.8860700
-33.9334000,18.8861300
-33.9334300,18.8861600
-33.9334400,18.8861900
-33.9334800,18.8862600
-33.9335000,18.8862900
-33.9335300,18.8863200
-33.9335800,18.8863900
-33.9335900,18.8864300
-33.9336200,18.8864600
-33.9336400,18.8865000
-33.9336600,18.8865400
-33.9336800,18.8865700
-33.9337100,18.8866000
-33.9337600,18.8866700
-33.9337800,18.8867100
-33.9338100,18.8867400
-33.9338200,18.8867800
-33.9338500,18.8868400
-33.9338800,18.8868700
-33.9339000,18.8868900
-33.9339500,18.8869600
-33.9339700,18.8870000
-33.9340000,18.8870300
-33.9340300,18.8870600
-33.9340800,18.8871000
-33.9341000,18.8871400
-33.9341200,18.8871800
-33.9341300,18.8872200
-33.9341800,18.8873000
-33.9342000,18.8873400
-33.9342300,18.8873700
-33.9342700,18.8874300
-33.9342800,18.8874700
-33.9343200,18.8875500
-33.9343400,18.8875900
-33.9343700,18.8876200
-33.9343800,18.8876700
-33.9344200,18.8877400
-33.9344400,18.8877900
-33.9344600,18.8878200
-33.9344700,18.8878700
-33.9345000,18.8879400
-33.9345200,18.8879800
-33.9345400,18.8880100
-33.9345800,18.8880900
-33.9345900,18.8881400
-33.9346100,18.8881900
-33.9346300,18.8882300
-33.9346500,18.8882800
-33.9346800,18.8883200
-33.9346900,18.8883700
-33.9347200,18.8884100
-33.9347200,18.8884500
-33.9347600,18.8885200
-33.9347800,18.8885600
-33.9348000,18.8885900
-33.9348300,18.8886700
-33.9348500,18.8887100
-33.9348600,18.8887500
-33.9348900,18.8888300
-33.9349100,18.8888700
-33.9349300,18.8889100
-33.9349600,18.8889500
-33.9349800,18.8889900
-33.9350000,18.8890300
-33.9350200,18.8890700
-33.9350300,18.8891200
-33.9350700,18.8891500
-33.9351100,18.8892200
-33.9351100,18.8892700
-33.9351200,18.8893200
-33.9351300,18.8893600
-33.9351500,18.8894000
-33.9351700,18.8894300
-33.9351900,18.8894700
-33.9352200,18.8895100
-33.9352400,18.8895500
-33.9352700,18.8895800
-33.9353100,18.8896500
-33.9353300,18.8896800
-33.9353600,18.8897200
-33.9354100,18.8897900
-33.9354400,18.8898200
-33.9354600,18.8898600
-33.9354900,18.8898900
-33.9355400,18.8899600
-33.9355700,18.8900000
-33.9355900,18.8900300
-33.9356500,18.8900900
