-33.9320089,18.8720051
-33.9320092,18.8720069
-33.9320095,18.8720067
-33.9320092,18.8720074
-33.9320094,18.8720074
-33.9320095,18.8720073
-33.9320094,18.8720074
-33.9320093,18.8720075
-33.9320092,18.8720075
-33.9320059,18.8720064
-33.9320054,18.8720062
-33.9320053,18.872006
-33.9320054,18.872006
-33.9320054,18.8720061
-33.9320113,18.8720006
-33.9320126,18.8719996
-33.9320128,18.8719993
-33.9320127,18.8719994
-33.9320126,18.8719996
-33.9320086,18.8720077
-33.9320095,18.8720034
-33.9320099,18.8720023
-33.93201,18.872002
-33.93201,18.872002
-33.93201,18.872002
-33.93201,18.8720021
-33.9320098,18.872004
-33.9320098,18.8720044
-33.9320134,18.8720073
-33.9320143,18.8720079
-33.9320131,18.8720145
-33.932013,18.8720154
-33.9320129,18.8720157
-33.9320066,18.8720089
-33.9320047,18.8720063
-33.9320044,18.8720057
-33.9320044,18.8720056
-33.9320046,18.8720058
-33.9320047,18.8720061
-33.9320086,18.8720059
-33.9320094,18.8720058
-33.9320096,18.8720059
-33.9320095,18.8720059
-33.9320093,18.872006
-33.9320081,18.8720067
-33.9320085,18.8720065
-33.9320086,18.8720064
-33.9320087,18.8720064
-33.9320087,18.8720064
-33.9320087,18.8720064
-33.93201,18.8720054
-33.9320101,18.8720053
-33.9320101,18.8720053
-33.93201,18.8720054
-33.9320071,18.8720073
-33.9320067,18.8720075
-33.9320067,18.8720075
-33.9320068,18.8720075
-33.9320068,18.8720074
-33.9320069,18.8720074
-33.932013,18.8720094
-33.932015,18.8720101
-33.9320158,18.8720103
-33.9320157,18.8720104
-33.9320155,18.8720104
-33.9320152,18.8720103
-33.9320041,18.8720081
-33.9320026,18.8720079
-33.932002,18.8720079
-33.9320021,18.872008
-33.9320023,18.8720081
-33.9320099,18.8720048
-33.932011,18.8720043
-33.9320113,18.8720042
