-33.9323508,18.8727411
-33.9323375,18.8727429
-33.9323192,18.8727511
-33.9322912,18.8727643
-33.9322571,18.8727783
-33.9322151,18.8727988
-33.9321755,18.8728163
-33.9321561,18.8728279
-33.9321028,18.8728524
-33.9320611,18.8728797
-33.9320308,18.8728965
-33.9320015,18.872909
-33.9319804,18.8729155
-33.9319624,18.8729192
-33.9319496,18.8728773
-33.9319127,18.872924
-33.9318893,18.8729431
-33.9318634,18.8729733
-33.9318411,18.872995
-33.9318108,18.8730073
-33.9317819,18.8730263
-33.9317607,18.8730403
-33.9317412,18.8730538
-33.9317207,18.8730693
-33.9316992,18.8730874
-33.9316731,18.8731025
-33.9316539,18.8731154
-33.9316339,18.8731298
-33.9316188,18.8731423
-33.9316033,18.8731543
-33.9315869,18.8731679
-33.9315725,18.8731798
-33.9315511,18.8732022
-33.9315442,18.8732061
-33.9315592,18.8732006
-33.9315585,18.8732018
-33.9315552,18.8732049
-33.93155,18.8732098
-33.9315437,18.8732148
-33.931539,18.8732212
-33.9315301,18.8732288
-33.9315208,18.8732367
-33.9315092,18.8732462
-33.931492,18.8732574
-33.931478,18.8732669
-33.9314601,18.8732778
-33.9314383,18.8732958
-33.9314199,18.8733103
-33.9313875,18.8733372
-33.931362,18.8733554
-33.93133,18.8733773
-33.9312956,18.8734066
-33.9312671,18.8734255
-33.9312311,18.8734474
-33.931196,18.8734738
