-33.9324300,-33.9323600
-33.9322900,-33.9322200
-33.9321800,-33.9321200
-33.9320600,-33.9320100
-33.9319500,-33.9319300
-33.9318600,-33.9318200
-33.9317800,-33.9317700
-33.9317500,-33.9317000
-33.9316700,-33.9316400
-33.9316100,-33.9315700
-33.9315000,-33.9314700
-33.9314400,-33.9314100
-33.9313700,-33.9313500
-33.9313300,-33.9313300
-33.9313100,-33.9312900
-33.9312900,-33.9312700
-33.9312500,-33.9312500
-33.9312300,-33.9312200
-33.9312200,-33.9311800
-33.9311800,-33.9311600
-33.9311400,-33.9311400
-33.9311200,-33.9311000
-33.9311000,-33.9310800
-33.9310600,-33.9310600
-33.9310400,-33.9310200
-33.9310200,-33.9310100
-33.9309800,-33.9309800
-33.9309700,18.8727800
18.8728100,18.8728400
18.8728800,18.8729000
18.8729400,18.8729800
18.8730300,18.8730900
18.8731300,18.8731700
18.8731900,18.8732600
18.8732800,18.8733100
18.8733700,18.8733900
18.8734200,18.8734300
18.8734500,18.8735000
18.8735200,18.8735300
18.8735600,18.8736200
18.8736700,18.8737000
18.8737000,18.8737400
18.8737700,18.8737700
18.8738100,18.8738400
18.8738400,18.8738800
18.8739200,18.8739200
18.8739500,18.8739500
18.8739800,18.8740200
18.8740200,18.8740500
18.8740900,18.8740900
18.8741200,18.8741500
18.8741500,18.8741900
18.8742200,18.8742200
18.8742700,18.8743000
18.8743000,18.8743400
